Subj,Course,Subj Desc,Sec,CRN,Title,Schedule Type,Schedule Type Desc,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor ID,Crosslist ID,Approv,Detail Code,Fee,Min Credits,Max Credits,Prior Enrl,SCH,Auth Size,Actual Enrl,Seats Avail,% Capacity,Waitlist Max,Waitlist Actual,Waitlist Avail,Start Date 1,End Date 1,Time 1,Location 1,Instruct Method 1,Instruct Method Desc 1,Start Date 2,End Date 2,Time 2,Location 2,Instruct Method 2,Instruct Method Desc 2,Start Date 3,End Date 3,Time 3,Location 3,Instruct Method 3,Instruct Method Desc 3,Start Date 4,End Date 4,Time 4,Location 4,Instruct Method 4,Instruct Method Desc 4,Start Date 5,End Date 5,Time 5,Location 5,Instruct Method 5,Instruct Method Desc 5,Start Date 6,End Date 6,Time 6,Location 6,Instruct Method 6,Instruct Method Desc 6,Start Date 7,End Date 7,Time 7,Location 7,Instruct Method 7,Instruct Method Desc 7,Start Date 8,End Date 8,Time 8,Location 8,Instruct Method 8,Instruct Method Desc 8,Start Date 9,End Date 9,Time 9,Location 9,Instruct Method 9,Instruct Method Desc 9,Start Date 10,End Date 10,Time 10,Location 10,Instruct Method 10,Instruct Method Desc 10
HST,454,History,JO2,15365,TOPICS IN MEDIEVAL HISTORY,L,Lecture,Ott,John,952848520,MU,,,,4,4,0,56,40,14,26,0.35,5,0,5,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,457,History,JXS,14761,TOPICS IN EARLY MODERN EUROPE,L,Lecture,Selwyn,Jennifer,961775046,GJ,,,,4,4,0,120,30,30,0,1,10,1,9,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,461,History,MXW,14964,TOPICS IN JEWISH HISTORY,L,Lecture,Weingrad,Michael,981931213,KD,,,,4,4,0,4,40,1,39,0.03,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0900-1150,CH 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,463,History,SXS,15411,MODERN BRAZIL,L,Lecture,Smallman,Shawn,932717762,FC,,,,4,4,0,4,30,1,29,0.03,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1000-1150,UTS 305,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,468,History,FS2,15165,HST OF MEXICO I: MAYAS & AZTEC,L,Lecture,Schuler,Friedrich,976094873,ER,,,,4,4,0,8,40,2,38,0.05,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0800-0950,CH 158,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,495,History,FES,11553,COMPARATIVE WORLD HISTORY,L,Lecture,Schuler,Friedrich,976094873,MX,,,,4,4,16,132,40,33,7,0.83,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1730-2110,UTS 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,496,History,PAS,11555,INTRO PUBLIC HISTORY,L,Lecture,Schechter,Patricia,902681959,WW,,,,4,4,7,48,30,12,18,0.4,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 0900-1150,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,500,History,DAJ,11556,INTRO MA PROGRAM IN HST,L,Lecture,Johnson,David,903491046,,,,,4,4,15,56,23,14,9,0.61,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1730-2110,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,501,History,X01,11557,RESEARCH,H,Research,,,,,,,,0,0,0,0,0,0,0,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,TBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,503,History,0,15511,THESIS,Q,Thesis/Dissertation,Schuler,Friedrich,976094873,,,,,0,9,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,503,History,0,15782,THESIS,Q,Thesis/Dissertation,Beyler,Richard,906452488,,,,,0,9,0,5,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,503,History,0,15849,THESIS,Q,Thesis/Dissertation,Barber,Katrine,970099146,,,,,0,9,0,5,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,503,History,X01,11558,THESIS,Q,Thesis/Dissertation,,,,,,,,0,0,0,0,0,0,0,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,TBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,504,History,0,16292,INTERN: HERITAGE TREE,E,Experiential Learning,McNeur,Catherine,924121167,,,,,3,3,0,3,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505,History,0,15858,R&C: US INTEL HIST,I,Independent Learning,Johnson,David,903491046,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505,History,X01,11559,READING & CONFERENCE,I,Independent Learning,,,,,,,,0,8,0,0,0,0,0,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,TBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505A,History,DXC,15455,READINGS IN EARLY MODERN CHINA,L,Lecture,Cheung,Desmond,925184305,KJ,,,,4,4,0,8,20,2,18,0.1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1400-1700,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505D,History,DAJ,15413,READINGS IN US HISTORY,L,Lecture,Johnson,David,903491046,FF,,,,4,4,0,24,20,6,14,0.3,5,1,4,9/29/2014 0:00,12/13/2014 0:00,R 1730-2110,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505I,History,JNT,15453,READINGS: SLAVERY/SLAVE TRADE,L,Lecture,Tappan,Jennifer,982433857,KG,,,,4,4,0,20,20,5,15,0.25,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1400-1700,CH 447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,505N,History,BDT,11561,READING COLL: ROMAN HISTORY,S,Seminar,Turner,Brian,919086091,ML,,,,4,4,2,4,20,1,19,0.05,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0900-1150,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,514,History,CLQ,11565,GRAD RSRCH COLLOQUIUM,L,Lecture,Cheung,Desmond,925184305,,,,,1,1,10,12,20,12,8,0.6,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1600-1700,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,515,History,GLA,11566,TOPICS IN GREEK HISTORY,L,Lecture,Armantrout,George,912292190,MP,,,,4,4,0,0,40,0,40,0,5,0,5,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,UTS 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,530,History,DAH,14966,U.S. CULTURAL HST,L,Lecture,Horowitz,David,933557220,JT,,,,4,4,0,12,40,3,37,0.08,5,0,5,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,FAB 40-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,542,History,DDM,14967,RACE/CLASS/GENDER AMER WEST,L,Lecture,Del Mar,David,931904280,JW,,,,4,4,0,24,40,6,34,0.15,10,0,10,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,554,History,JO2,15366,TOPICS IN MEDIEVAL HISTORY,L,Lecture,Ott,John,952848520,MU,,,,4,4,0,16,40,4,36,0.1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,557,History,JXS,15844,TOPICS IN EARLY MODERN EUROPE,L,Lecture,Selwyn,Jennifer,961775046,GJ,,,,4,4,0,12,5,3,2,0.6,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,561,History,MXW,14969,TOPICS IN JEWISH HISTORY,L,Lecture,Weingrad,Michael,981931213,KD,,,,4,4,0,4,40,1,39,0.03,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0900-1150,CH 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,568,History,FS2,15164,HST OF MEXICO I: MAYAS & AZTEC,L,Lecture,Schuler,Friedrich,976094873,ER,,,,4,4,0,4,40,1,39,0.03,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0800-0950,CH 158,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,595,History,FES,11573,COMPARATIVE WORLD HISTORY,L,Lecture,Schuler,Friedrich,976094873,MX,,,,4,4,4,12,40,3,37,0.08,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1730-2110,UTS 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,596,History,PAS,11575,INTRO PUBLIC HISTORY,L,Lecture,Schechter,Patricia,902681959,WW,,,,4,4,10,32,30,8,22,0.27,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 0900-1150,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,1,International Studies,0,15550,PEACE CORPS TECH ACCESS,0,Schedule Type not declared,,,,,,,,0,0,0,0,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,201,International Studies,1,11577,INTRO INTERNATIONAL STUDIES,L,Lecture,Keskin,Tugrul,954199616,,,,,4,4,90,216,60,54,6,0.9,20,0,20,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,OND 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,201,International Studies,2,15149,INTRO INTERNATIONAL STUDIES,L,Lecture,Frenkel,Stephen,905097493,,,,,4,4,0,212,60,53,7,0.88,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1200-1350,NH 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,211A,International Studies,1,11578,AFRICAN STUDIES,L,Lecture,Keskin,Tugrul,954199616,PD,,,,4,4,7,20,6,5,1,0.83,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 0930-1045,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,211B,International Studies,1,11580,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Keskin,Tugrul,954199616,PA,,F491,35,0,0,2,0,2,2,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 0830-0920,NH 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,211B,International Studies,2,11581,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Keskin,Tugrul,954199616,PB,,F491,35,0,0,3,0,2,2,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 1100-1150,NH 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,211B,International Studies,4,11579,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Keskin,Tugrul,954199616,PC,,F491,35,0,0,2,0,2,1,1,0.5,0,0,0,9/29/2014 0:00,12/13/2014 0:00,M 0830-0920,NH 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,216C,International Studies,2,11582,ASIAN STUDIES,L,Lecture,Boyle,Christine,956352778,TZ,,,,4,4,11,48,12,12,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,216D,International Studies,4,11583,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Boyle,Christine,956352778,UA,,F491,35,0,0,11,0,12,12,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,226C,International Studies,2,11584,EUROPEAN STUDIES,L,Lecture,Long,Joseph,940054788,WE,,,,4,4,8,28,12,7,5,0.58,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1730-1845,PNT 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,226D,International Studies,4,11585,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Long,Joseph,940054788,HI,,F491,35,0,0,4,0,4,4,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,M 1900-1950,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,226D,International Studies,5,11587,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Long,Joseph,940054788,NF,,F491,35,0,0,1,0,4,1,3,0.25,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 1900-1950,NH 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,226D,International Studies,7,11586,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Long,Joseph,940054788,NL,,F491,35,0,0,3,0,4,2,2,0.5,0,0,0,9/29/2014 0:00,12/13/2014 0:00,M 2000-2050,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,240C,International Studies,1,11588,LATIN AMERICAN STUDIES,L,Lecture,Stanfield,Shirley,907139000,F9,,,,4,4,14,36,12,9,3,0.75,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1100-1215,CH 224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,240D,International Studies,1,11589,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Stanfield,Shirley,907139000,G0,,F491,35,0,0,6,0,4,4,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1000-1050,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,240D,International Studies,2,11590,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Stanfield,Shirley,907139000,G1,,F491,35,0,0,3,0,4,4,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,R 1000-1050,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,240D,International Studies,3,11591,MENTORED INQUIRY WORKSHOP,B,Lab/Studio,Stanfield,Shirley,907139000,G2,,F491,35,0,0,4,0,4,1,3,0.25,0,0,0,9/29/2014 0:00,12/13/2014 0:00,R 0900-0950,NH 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,247A,International Studies,1,15406,MIDDLE EAST STUDIES,L,Lecture,Mandaville,Jon,907493389,FW,,,,4,4,0,40,12,10,2,0.83,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,247B,International Studies,1,15407,MENTORED INQUIRY WORKSHOP,L,Lecture,Mandaville,Jon,907493389,EU,,,,0,0,0,0,12,10,2,0.83,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,317U,International Studies,1,14864,TOPICS IN ASIAN THOUGHT,L,Lecture,Moore,David,960811708,,,,,4,4,0,160,40,40,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,321U,International Studies,1,11594,GLBZN&ID: ASIA PAC EXCHANGES,L,Lecture,Boyle,Christine,956352778,,,,,4,4,22,92,40,23,17,0.58,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,362U,International Studies,2,15225,AMAZON RAIN FOREST,L,Lecture,Frenkel,Stephen,905097493,FG,,,,4,4,0,88,50,22,28,0.44,0,0,0,9/29/2014 0:00,12/13/2014 0:00,R 1000-1150,UTS 305,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,372U,International Studies,1,15146,SOCIOLOGY OF AFRICA,L,Lecture,Schaller de la Cova,Ana,924627085,,,,,4,4,0,100,40,25,15,0.63,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,390,International Studies,1,15127,FOUNDATIONS OF GLOBAL STUDIES,L,Lecture,Wright,Michael,901412604,,,,,4,4,0,128,35,32,3,0.91,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1200-1350,CH 325,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,390,International Studies,2,14867,FOUNDATIONS OF GLOBAL STUDIES,L,Lecture,Kapoor,Priya,901551650,,,,,4,4,0,60,40,15,25,0.38,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1640-1830,UTS 304,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,396,International Studies,2,11596,THE US & THE WORLD,L,Lecture,Sussman,Gerald,964090857,,,,,4,4,40,136,45,34,11,0.76,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1600-1750,SRTC 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE1,15570,SPST: STUDY ABROAD,L,Lecture,Hamlow,Jennifer,960753354,,DP,,,6,6,0,618,250,103,147,0.41,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE2,15571,SPST: STUDY ABROAD,L,Lecture,Hamlow,Jennifer,960753354,,DP,,,6,6,0,606,250,101,149,0.4,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE3,15825,SPST: STUDY ABROAD,L,Lecture,Witczak,Ronald,954524583,,,,,6,6,0,24,20,4,16,0.2,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE4,15865,SPST:,L,Lecture,,,,,,,,4,4,0,0,5,0,5,0,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE5,16098,SPST: STUDY ABROAD CD,L,Lecture,Witczak,Ronald,954524583,,,,,6,6,0,162,50,27,23,0.54,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SE6,16099,SPST: STUDY ABROAD CD,L,Lecture,Witczak,Ronald,954524583,,,,,6,6,0,162,50,27,23,0.54,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,399,International Studies,SEA,15569,SPST: STUDY ABROAD,L,Lecture,Hamlow,Jennifer,960753354,,DP,M128,350,6,6,0,594,250,99,151,0.4,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,OFFCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,405,International Studies,0,16228,R&C: INDIGENOUS ISSUES,I,Independent Learning,Smallman,Shawn,932717762,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,407,International Studies,1,15386,SEM: BLLYWOOD CNTMP S ASIA FLM,S,Seminar,Kapoor,Priya,901551650,,,,,4,4,0,72,20,18,2,0.9,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,410,International Studies,1,14866,TOP: US & MIDDLE EAST,L,Lecture,Kheirabadi,Masoud,947976211,,,,,4,4,0,96,50,24,26,0.48,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,463U,International Studies,1,15102,MODERN BRAZIL,L,Lecture,Smallman,Shawn,932717762,FC,,,,4,4,0,80,30,20,10,0.67,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1000-1150,UTS 305,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,471,International Studies,1,11600,UNDERSTAND INTL EXP,L,Lecture,Brown,Kimberley,904465447,QB,,F214,25,4,4,17,40,10,10,0,1,5,5,0,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,CH 328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL,490,International Studies,1,15147,GLOBAL SUSTAINABLE DEVL,L,Lecture,Hickey,Maureen,911675821,,,,,4,4,0,120,40,30,10,0.75,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,101,Italian,1,11618,FIRST-YEAR ITALIAN TM1,L,Lecture,Saturno Paasche,Elisa,926085759,,,F218,7,4,4,28,68,30,17,13,0.57,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1245-1350,PSC 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,101,Italian,2,11617,FIRST-YEAR ITALIAN TM1,L,Lecture,Frigo,Eleonora,940754879,,,F218,7,4,4,33,116,30,29,1,0.97,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MW 1840-2030,OND 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,101,Italian,3,11616,FIRST-YEAR ITALIAN TM1,L,Lecture,Zagarella-Chodosh,Angela,989892611,,,F218,7,4,4,27,100,30,25,5,0.83,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,NH 387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,201,Italian,1,11619,SECOND-YEAR ITALIAN TM1,L,Lecture,Boero,Silvia,917636261,,,F218,7,4,4,13,48,25,12,13,0.48,5,0,5,9/29/2014 0:00,12/13/2014 0:00,MWF 1130-1235,NH 362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,201,Italian,2,11620,SECOND-YEAR ITALIAN TM1,L,Lecture,Zagarella-Chodosh,Angela,989892611,,,F218,7,4,4,18,44,25,11,14,0.44,5,0,5,9/29/2014 0:00,12/13/2014 0:00,TR 1200-1350,NH 366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,301,Italian,1,11621,THIRD-YEAR ITALIAN TM1,L,Lecture,Zagarella-Chodosh,Angela,989892611,,,,,4,4,4,12,25,3,22,0.12,5,0,5,9/29/2014 0:00,12/13/2014 0:00,TR 1600-1750,NH 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,342,Italian,1,14445,INTRO TO ITALIAN LIT: 1800-PNT,L,Lecture,Boero,Silvia,917636261,,,,,4,4,0,4,30,1,29,0.03,5,0,5,9/29/2014 0:00,12/13/2014 0:00,MWF 1245-1350,NH 391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,101,Japanese,1,11626,FIRST-YEAR JAPANESE TM1,L,Lecture,Wetzel,Patricia,933357275,,,F218,7,5,5,14,125,25,25,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MTWRF 0800-0850,NH 366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
